ID,Lemma,Human_Label,Full_Sentence
77,turn,LITERAL,"out and ran away. -a Ils sontsortis toute vitesse et se sont ÈloignÈs en courant. modifier ou prÈciser Le sens d'un verbe Don't answer back! -a Ne rÈponds pas ! He turned round and called me back. -a Il se retourna et me rappela. modifier entiËrement Le sens de base du verbe. Les exemples Les plus frÈquents sont dans Le tableau ci-aprËs. verbe particule sens bring about provoquer cut down rÈduire turn down refuser fill in complÈter get in/on monter take off enlever/dÈcoller turn /switch off Èteindre carry/keep/go on continuer GRRP P RR turn/switch on allumer find out dÈcouvrir make out comprendre run out Èpuiser turn out se rÈvÈler blow up exploser break up se sÈparer give up abandonner hang up raccrocher put up loger speak up parler plus fort Remarque Avec un phrasal verb, quand Le complÈment d'objet est un pronom, celui-ci se place devant la particule. They put off the hearing ou They putit off. Un phrasal verb peut 'tre suivi d'une prÈposition introduisant un complÈment"
78,take,IDIOMATIC,Shall we take a different route for the system integration?
79,make,IDIOMATIC,What steps should we make to improve client satisfaction?
80,make,IDIOMATIC,That new song really makes me want to dance.
81,turn,LITERAL,"time, John Howard, said that the country had lost an 'amazing and colourful son'. He said that Irwin's death was a huge loss to Australia. He had been a wonderful character and a passionate environmentalist who had brought entertainment and excitement to millions of people. Howard said Irwin would be sorely missed. Irwin founded the Steve Irwin Conservation Foundation, later renamed Wildlife Warriors Worldwide, as well as a number of other projects, including International Crocodile Rescue. Described by one person as a 'modern-day Noah', he turned a small reptile park in Queensland into what is now Australia Zoo, a major centre for Australian wildlife. He was famous for handling dangerous creatures such as crocodiles, snakes and spiders, Irwin was not universally admired, however. Considered a showman and an entertainer rather than a serious conservationist by some people, he was criticized for disturbing animals and invading their habitats just to get sensational photos and make exciting films. But Irwin really loved animals and thought they ought to be treated with the greatest respect. He was really concerned about"
82,run,NONE,"good warning signal? shabby: miteux be underthreat/ ret/: etremenace endangered: en voie de disparition become extinct: disparaftre "" moving/touching c aim to V: v/serd V miserable: malheureux - Three major issues i . Describe each picture and say what environmental issue each of them illustrates. . Explain briefly what you know of each problem. . Which issue do you feel most concerned about? Explain why. Nouns rubbish = waste: detritus plastic bottle / bag supply /sa'plai/: reserves running water: eaucourante chimney /tjimni/ stack: cheminee d'usine greenhouse gas: gaz a effet de serre Adjectives polluted scarce /sksas/: rare unbreathable /An'briiSabl/: irrespirable Verbs & expressions dump: deverser get rid of: se debarrasser de sort out: trier lack: manquerde run out: etre epuise release /ri'liis/: emettre, degager Global warning unit corner The earth from space i (J)ORKBOOK-p. QThe topic Describe this poster and explain its meaning and purpose. Deforestation - p."
83,run,IDIOMATIC,"author A writer? A journalist? An essayist? A historian? ìThe text was written by...î Has muIticulturaUsm failed In the UK? Not really Our research shows a strong inclination of first and second generation Britons to feel and act ""British"". (A) new report (...) examines the alleged aspects of multiculturalism's ""failure"". These being: one, that multiculturalism has encouraged exclusion rather than inclusion, (...). Two, that by living parallel lives minorities preserve their ethnic behaviours and values that run counter to broader society. And three, these separate communities provide fertile soil for radicalisation.( ...) The new report finds that all groups of ethnic minorities support the maintenance of their own ethnic customs and traditions, but they also show equally striking support for mixing and integrating: with positive feelings about the cultures of both origin and destination countries.( ...) As we British fans fill those Olympic seats and cheer Team GB, it matters not whether those athletes are first generation, second generation, mixed race, or white"
84,hold,IDIOMATIC,Hold your breath underwater for as long as you can.
85,keep,LITERAL,Could we keep this discussion confidential within the team?
86,keep,LITERAL,"got fitter, he got faster. In the end he was finishing in just over five hours. But fitness alone was not enough. What was more important was the fact that he wanted to make a difference to other people's lives. What Eddie Izzard did was so special that the documentary of his run has been made into an inspiring film: Believe! 'You've got to believe you can be something else,' Eddie says in the film. 'I've done that a few times. That's why I keep going.' UNIT Conditionals review Mixed conditionals Vocabulary: ways of getting involved o a Read and listen Look at the pictures and discuss these questions with a partner. What is this man doing? Why do you think he is doing it? G,asgow Belfast"" '' "" Livert Pool Cardiff Edinburgh Newcastle ' -• London b Read the article quickly to check your answers. C Read the text again and listen. Answer the questions. What's unusual about Eddie Izzard's story? Why did it take him more than days"
87,run,IDIOMATIC,Please run the vacuum cleaner across all the floors.
88,keep,IDIOMATIC,"brand new edition of English in Mind revises and updates a course which has proven to be a perfect fit for classes the world over. Engaging content and a strong focus on grammar and vocabulary combine to make this course a hit with both teachers and students. Popular features have been refreshed with % new texts, pictures and photos, including: • Imaginative reading and listening topics that capture the interest of teenagers • 'Culture in mind' sections which give students an insight into the world around them • 'Everyday English' to keep them in touch with how teenagers use English NEW for the Second edition: • A Student's Book DVD-ROM containing games, extra exercises and videos featuring the photostory characters, and 'Videoke' which allows students to record their own voices in the videostory dialogues • A 'Get it right!' section which focuses on problem areas common to learners of this CEF level, and 'Everyday English' expressions of proven frequency in conversational English, as highlighted by the Cambridge English Corpus • A Testmaker CD-ROM and Audio CD which allows teachers to"
89,turn,IDIOMATIC,He always knows how to turn a simple story into something hilarious.
90,look,LITERAL,"New Zealand student: Not till next Tuesday afternoon? But the headache is really bad. You: . Arztpraxis: Im Moment sind wir sehr voll ... Warten Sie mal. Wie wäre es Freitag um . 0? You: . New Zealand student: Friday would be much better, thanks. V__________________________________________________________________________________________________J Partner pages r N SITUATION Kontrolleur(in): Guten Morgen, die Fahrausweise bitte. New Zealand student: Hey, what does this guy want? You: ... New Zealand student: Oh right, one minute. ( looks in backback) Hey, I can't find my ticket. You: . Kontrolleur(in): Dann werden 0 Euro fällig. Gehören Sie zusammen? You: . Kontrolleur(in): Dann steigen Sie mit mir am nächsten Bahnhof aus. You: . New Zealand student: But why do I have to pay 0 euros? I have a student's ticket. It's just that I've forgotten to put it in my backpack. You: . Kontrolleur(in): Dann muss er/sie die Schülerkarte"
91,see,LITERAL,"in English. He held out a long, beautifully patterned feather. He pointed up to the wall high above us on the ridge. It was the feather of a Golden Eagle; perhaps from the same eagle we'd seen just a couple of hours ago ... ? Nigel Barnsley Just in front of us was one of the dilapidated towers we'd seen from below. I climbed towards it, stepped inside and went up a couple of steps to emerge above the turrets and to one of the most beautiful views I'd ever seen . The mountains stretched into infinity: exquisite shades of green, grey and brown against a deep azure, cloudless sky. Along the wall, here and there, were small groups of tourists basking in the wonder of their surroundings. But the strangest sight of all was a table and four plastic chairs beneath a huge red parasol, and a man selling bottled water and cans of chilled drinks from an icebox. I came down from the tower and we walked as far as we could along the wall before the ridge fell away"
92,run,IDIOMATIC,The colors in my new shirt ran when I washed it with white clothes.
93,drop,IDIOMATIC,Can you just drop me off at the next bus stop? I'm fine from there.
94,keep,NONE,"ii just after ... gleich nachdem ...; kurz nachdem ... ii just then genau in dem Moment; gerade dann ii . just like genau wie ... ii K ° kaleidoscope [ka'laidaskaop] Kaleidoskop kangaroo (infml roo) [,ksgga'ru:] Känguru V ( 0) kayak ['kaisk] Kajak iii keen [ki:n]: be keen on doing sth. wild darauf sein, etwas zu tun iV be keen on sth. wild auf etwas sein iv keep [ki:p], kept , kept: . aufheben; aufsparen; aufbewahren iii . keep doing sth. etwas immer wieder / weiter tun; etwas ständig tun iii . halten; erhalten iv keep to sth. sich an etwas halten (Plan, Zeitlimit) iV keep sth. up etwas aufrechterhalten, etwas fortsetzen iV keep sth. warm/ alive etwas warm halten; etwas am Leben (er)halten iV kept [kept] siehe keep key [ki:]: . Schlüssel ii . Taste V ( ) . Schlüssel- ii keyword ['"
95,look,IDIOMATIC,"(s I've included my CV so you'll be able to see everything I can do. I'm one of the best in my class at English, so language really won't be a problem. I love working in teams and I'm sure I'll get on with everyone. t It would be great if you choose me for the job. Please let me know. (u Please let me know as soon as possible if I get the job. @ Thank you for considering my application. I am looking forward to hearing from you. w Yours sincerely, ® Bye, see you this summer. (y Your Daniel Koch A Daniel Koch Yours, Alex J b) ¡feU Compare and explain your answers. Refer to both content and style. Using a placemat, make a list of tips on how to write a good letter of application. c) Go to p. and choose a summer job. Then write your own letter of application. Early finisher p. Workbook - (pp. - ) Workbook Wordbank Part C Practice Check"
96,drop,LITERAL,Do not drop litter on the pavement; use the bins.
97,see,LITERAL,See this warning label carefully before using the chemical product.
98,hold,IDIOMATIC,"d) Discuss whether songs should offer solutions to problems or if 'just' protesting is enough. WB p. / ; The lyrics a) Describe the style of the lyrics in each song. Example: poetic - realistic. b) Identify the refrain in each song. Explain why this part of the song is important. The music Do you feel that the music in each song helps to present the message? Imagine 'Blowin' in the wind' with louder, faster and more aggressive music, and 'Can't hold us down' as a slow, gentle song. Would the messages stay the same? Why or why not? Protest songs: Timeless or dated? In which ways are the songs' messages timeless, in which ways are they dated? Then talk about what makes a song timeless or not. (Internet project: Protest songs) These artists have all had big hits with protest songs. Find out more about the artists, which protest songs they sang, and what the songs' messages were. Aretha Franklin John Lennon Pink S"
99,take,LITERAL,"out of your head, you can't stop singing it. Match the words in the box with the sentences. T range glacier lake plain bay coral reef canyon They climbed the mountain. Then they sat down to look at the view. He swam across the lake. Then he collapsed on the shore. C We saw the Aurora Borealis and gasped in amazement at the same time. ___________________________________ Write sentences with didn't need to or needn't have. We took raincoats but they weren't necessary. We needn't have taken raincoats. It wasn't raining, so we didn't take our raincoats. I studied all weekend but the test on Monday was cancelled. A part of the coastline where the sea is surrounded by land on three sides, bay A large area of fresh water surrounded by land. A very large piece of ice that moves down a valley. A rock-like ridge made up of tiny skeletons of marine animals under the surface of the sea (two words). The Andes is a mountain___________in South America. A large flat area"
100,drop,IDIOMATIC,I think I'll drop that art class; it's honestly not really my thing.
101,make,LITERAL,"nul 'auva]: rÈgner sur ft warn (v) [worn]: prÈvenir ft take advantage of (exp.) [teik od'vÊntid av]: profiter de j Science fiction Visions d'avenir : crÈations et adaptations Does science fiction help us think about society? Typical science fiction themes C T) [I Describe the picture and try to give a definition of utopia and dystopia. Read the first information box to check. Find examples of each in the chapter. Read about the other themes and make a list of examples of famous Sciencefiction stories you know (films, books, comics, etc.). In your own words say how science fiction reflects important issues in our society. Find examples to illustrate. Utopia [jui'taupia]: a term invented by Sir Thomas More in . A utopia can be defined as an ideal place or a visionary system of political or social perfection. It shows a better alternative to real society. H Keywords: ideal society ? futuristic ? tolerance ? peaceful ? better world ? technological"
102,make,IDIOMATIC,") [meik-a'liviN fram] seinen Lebensunterhalt bestreiten (mit) IV to make a wish [meika 'wij] sich etwas wünschen I to make friends [meik'frendz] Freundschaft schließen II to make fun of [meikfAnav] sich lustig machen über IV to make it ['meikit] es schaffen IV to make money [meik' mAni] Geld verdienen I to make notes [meik'naots] Notizen machen I to make one's point [meik wAnz'paint] seinen Standpunkt deutlich machen V AC , to make one's voice heard [meik wAnz ,vais'h :d] sich Gehör verschaffen V AC , to make sb angry [meik' xpgri] jmdn. wütend machen; jmdn. verärgern III to make sb do sth [meik] jmdn. dazu bringen, etw. zu tun II to make sense [meik' sens] Sinn ergeben; einleuchten IV to make sure [meik Ja:] sich versichern I to make trouble [meik' trAbl] Ärger machen; in Schwierigkeiten bringen I to make use of [meik"
103,see,LITERAL,May I see the detailed proposal for the upcoming client presentation?
104,make,IDIOMATIC,Could you please make a decision on the new project timeline?
105,take,LITERAL,Always take your litter with you when you leave the park.
106,make,IDIOMATIC,"Don't make a mess in the living room, please."
107,look,LITERAL,"older than in most western countries needn't school anymore. . But any personal adviser would advise them not school too soon. . It isn't easy for many European teens America's laws about alcohol. . Ifyou want alcohol in the US, you must be . . If you look young, bars will make you that you are over . . But most teens are just happy : Then they can do what they want (but not drink) without asking their parents. WB p. / eighty-two Check-out P Tolerance levels a) Look at the three situations. What is happening? You are sitting at the next table. When would you say something to make the people stop? When wouldn't you? Talk about it with a partner. <b)> Now act the situations. Make sure you both have at least one chance to be the person who is reacting to one of the situations. WB p. / (Your turn: Your taste in music) a) Everyone likes music. But have you ever stopped to think why? Think about"
108,take,IDIOMATIC,"courts. Je peux Ècrire une lettre personnelle trËs simple, par exemple de remerciements. Je peux Ècrire un texte simple et cohÈrent sur des sujets familiers ou qui m'intÈressent personnellement. Je peux Ècrire des lettres personnelles pour dÈcrire expÈriences et impressions. Extrait du CECRL, (Grille pour l'auto-Èvaluation, p. ) Conseil de l'Europe. Evaluate your level in English ï Learning without borders How to learn from each other in a globalised world? LISTENING P Read the information box first. Then listen to the recording and take notes about what you have understood. P Give as much information as possible about the people interviewed (names - ages - reasons for using this website). P Pick out the positive and negative aspects of this global classroom. Then sum up in English or in French what you understood. Lhan Academy Non-profit educational website: www lai my.org Cmated in by Salman Khan. ,, , . Mission: give eveone in the world access to a free and high-quality education. Resources: over micro-lessons in Maths, History, Medicine, Finance"
109,run,LITERAL,Do not run with scissors in your hand.
110,take,LITERAL,Take the correct key from the hook before unlocking the storage room.
111,drop,IDIOMATIC,She keeps dropping hints about wanting a new phone for her birthday.
112,take,LITERAL,"disastrous if Amy (not return) her new friend to the meeting place. . Simon (feel) even more awkward when he returned if the guide (not be) so relieved to see him. b) Think back on Unit and make sentences about what would have been different in Australia if something else hadn't happened. One of you starts with an if-clause, the other finishes with a main clause. Start like this: If the Europeans hadn't landed in Australia .../ If the Aboriginal children hadn't been taken away from their families ... c) Your turn: Now write three sentences about yourself. What would have been different if something else hadn't happened? thirty-four language V Aboriginal history wb / a) Put in let, make or have. Make sure you use the correct tense. . For several decades , the British didn't Aboriginal children of mixed descent stay with their families. . The British many of them put in orphanages. . There they them live like white children. . The government also the Aboriginal people leave"
113,break,NONE,Will the upcoming holiday break impact the delivery schedule significantly?
114,break,IDIOMATIC,Try to break that bad habit of procrastinating on assignments.
115,make,LITERAL,"expect from a 'golden state'. c) The idea of building a wall along the Mexican border is a topic of much controversy in American society. What might the consequences of trying to stop illegal immigration this way be? reading language Revision: Using the, a/an or no article G wb / V Read the text about Silicon Valley. Decide If you need the, a / an or no article (-). Surprisingly enough, Silicon Valley is not valley and, of course, it is not made of silicon. It's area of around , km south of San Francisco in Northern California, and it's famous for having large number of tech companies. The first of these produced microprocessors and 'silicon chips' that were needed for computers, and that's where Silicon Valley got its name from. Although it's famous for companies like Facebook or Google, Silicon Valley is also home to hundreds of other companies which produce components and software for electronic devices that are used by hundreds of millions of people every day. For"
116,take,LITERAL,Let's take a cool selfie together before the concert starts!
117,make,LITERAL,"have "". short-term goals, a positive attitude. They... think accuracy is the most important thing, take every opportunity to practise speaking, find ways of making learning interesting, try to learn too new words a day. Listen to the interview with Professor Percy and answer the questions. Which languages does the professor speak? Which items in exercise does he mention? Do you agree with him? , Listen again. What does Professor Percy say about the following? Make notes. the advantages of learning a language exams howto make learning interesting speaking practice making mistakes Choose the best answer, according to the interview. Can you remember without listening again? According to Professor Percy, learning another language. A is difficult unless you live abroad. B is most useful when you go abroad. C can be useful in many different situations. Passing an exam ... A is a passport to university. B is often a gateway to otherthings. C will get you a better job. Good language learners... A value making mistakes. B hate making mistakes. C"
118,turn,LITERAL,"of the expressions in Exercise b. graffiti background music in shops advertising on websites fast food mobile phones on public transport Turn to page . c (.....) They don't have to agree with the famous person, after all........ d (.....) These people should stick to what they know......... e (_____) It's getting harder and harder to tell the difference between them. f (.....) Most of them look and sound really old and boring........._ a Whose opinion do you agree with most? UNIT Turn to page . ? ????? Grammar Q Pronunciation ic Question tags review Intonation in question a ] Read the sentences from the listening text in tags Exercise b. CcTrcTe) the correct question tags. Turn to page . It gets lots of people interested, does it /(oesn'tlp ? Q Speak It can't be a bad thing, can it / can't it ? They've formed their opinion already, haven't they / have they ? They don't really know what they're talking about, don't they"
119,take,IDIOMATIC,Let's just take it easy tonight and watch some TV.
120,look,LITERAL,toujours rejetÈe en fin de phrase: - dans Les questions commenÁant par who/which/what Who are you talking to? Which case is he on? What is Tom talking about? - dans Les relatives et Les structures passives. He didn't accept the offense he was charged with. IMMN________________________________________________ ED ComplÈtez les phrases par la prÈposition adÈquate : since - before - at -for - through -to-on- into She sat... her jury wooden chair -> she sat on her jury wooden chair. a. The Lawyer Looked ... his client...the window of the cell. b. The prisoner said goodbye... his family... hewas rushed... his cell. c. My mother has been a judge... ten years. d. The file was put... the judge's desk. e. The policeman has never used his gun ... he entered the police academy. Grammarin context GRRP P RR III. La phrase I. La forme interrogative [° Les Yes/No questions Les Yes/No questions sont Les questions auxquelles on rÈpond par oui ou non
121,see,LITERAL,", demand, claim, promise, threaten, etc tell, ask, warn, aduise, convince, encourage, persuade, convince, etc. Verb gerund Verb preposition gerund Verb object preposition gerund admit, propose, recommend, suggest, deny, etc insist on, apologize for, confess to, complain about etc. blame someone for, accuse someone of, congratulate someone on, etc. The service has been awful. I want to see the manager now!' I demanded to see the manager about the awful service. wouldn't see this film if I were you. You'll have nightmares!' She advised me not to see the film. 'It wasn't me who made a call during the film!' I denied making a call during the film can't believe that they asked us to stop talking during the film!' He complained about being asked / having been asked to stop talking. 'You gave a fantastic speech, well done!"" She congratulated us on giving a fantastic speech. Some of these verbs- but not all"
122,hold,IDIOMATIC,"My phone won't hold a charge like it used to, it's so annoying."
123,run,IDIOMATIC,Just run through the key points of the presentation one last time.
124,take,IDIOMATIC,Would you consider taking a different approach to solve this particular issue?
125,look,LITERAL,".' 'What kinds of things... to prepare for your journey?' 'I... a lot of research online, and I... sure I... fit' 'How... at the end of the journey?' 'I... to be disappointed, but instead I... close to tears!' ""r Think of four other questions to ask Ed, then role play the interview, inventing answers where necessary. Write possible explanations for the situations. What do you think had been happening? r The girls were looking really guiltyand hiding their hands behind their backs, h a Sasha was totally covered in mud. r My parents had obviously just changed the subject when walked into the room. h A r The boys were looking ti red a nd they were cove red i n scratches and bruises L A More practice Go to page . Read the text and correct the six tense mistakes. Discuss the questions in pairs. Why did Henri end up in Devil's Island? Why do you suppose the island was considered impossible to escape from? How"
126,look,LITERAL,"reunited with their loved ones for over years. But it wasn't quite a happy ending for everyone. Just three years later, Slovakia joined the Schengen Agreement, which once again prevented Ukrainians from crossing without a visa. One thing is certain - this isn't the end cf this remarkable story. { VOCABULARY ) People words "" ords ft Discuss the questions with a partner. How did you find the answerto the question in exercise ? A Did you start reading at the beginning and progress through the text? B Did you look at the whole text to spot the years and s? C Did you search for the name 'Szelmenc'? What is your initial reaction to the article? Six sentences have been removed from the article. Complete the gaps with sentencesA-G. There is one extra sentence. A However, the villagers did find ways to communicate. B At last, the villagers could cross freely. C A journey that used to take seconds had become a round- trip of over oo kilometres. D Many friends and family members were stranded"
127,keep,LITERAL,Is it feasible to keep the original project timeline despite the recent technical setback?
128,drop,LITERAL,Drop your completed forms at the customer service desk.
129,run,LITERAL,"started to rain. I didn't know what to say when our teacher asked me because I (not - listen). I (think) of my girlfriend the whole lesson. b) Past perfect (simple) oder past perfect progressive? Vervollständige die Sätze . Last night on the way to the cinema, I realized that I ( leave) had left my money at home. I ( look forward) to the film for weeks and I didn't want to miss it, so I got off the bus and ran home. When I arrived, I realized that I ( forget) my keys too, so I couldn't get in. I rang the doorbell, but everybody ( go) out. So I ran as fast as I could to my friend Jeremy's place. His mother opened the door, but Jeremy wasn't in. He ( not - come) home yet. His mother saw that I ( run), so she asked me to sit down and gave me a drink. I started playing a game on my"
130,take,IDIOMATIC,"English. You will hear a talk where the message - the gist - is important. You will also hear a situation where the details are more important. But remember, what is important depends on your point of view. At the Reef in a glass-bottom boat Listen to Derrick Reese - a young Australian park ranger at the Great Barrier Reef - greet his guests. What sounds different from the way people in the UK or the US speak? ® WM Listening for gist a) Work with a partner. Each of you takes the role of one of two passengers on board: . someone who works for Greenpeace . someone who is interested in Aboriginal culture To help you write faster, develop your own shorthand (e. g.: b/c = because, sth = something, w/o = without, etc.) b) Think about what could interest you in your role. S c) Listen to what Derrick tells his guests about the Reef. Take notes for your role. p d) Compare your notes with your partner's."
131,see,LITERAL,Follow the yellow line on the floor; see the gate number for your flight.
132,keep,LITERAL,"Haka, still performed today by the All Blacks, the national rugby team. The Maori wore decorative ornaments and high-ranking people were extensively tattooed. European colonization of New Zealand started in , when Queen Victoria sent Captain William Hobson to annex the country. He negotiated the treaty of Waitangi with Maori chiefs, which made the Maori British subjects in return for property rights and tribal autonomy. After several sporadic wars against the British, the Maori lost much of their land and the population went into decline. However, they have managed to keep their cultural identity until today. In there were , Maori. More than one in eight of the , , New Zealanders is of Maori descent . . haut-ploce . origine k (Culture keys LJnit Agatha CHRISTIE -p. Agatha Christie ( - ), ""the Queen of Crime,"" is the world's best-known mystery writer. Her eighty novels and short story collections have sold more than a billion copies in English and another billion in forty-five foreign languages. She also wrote a dozen plays including The Mousetrap, which has been on stage"
133,see,LITERAL,"to sit down and gave me a drink. I started playing a game on my phone. I ( play) for twenty minutes when Jeremy finally arrived. He lent me some money, and I ran back to the bus stop. When I finally got to the cinema, the film ( already - start). CHECK __________________________ The wi//-future, the going to-future Lösungen S. a) Was sagt Person B? Vervollständige die Kurzdialoge . A There's somebody at the door. - B (see) I'll see who it is. A I can't do this exercise. - B (help) A This glass was very expensive. - B (not drop) A Olivia mustn't find out. - B (not tell) b) Spontan gefasster Entschluss oder im Voraus geplant? Vervollständige die Sätze mit der richtigen Verbform - will-future oder going to-future. Tea or coffee? - I think I (have) coffee. Michael says he (study) art in Berlin. Oh no, it's starting to rain. - Do"
134,run,IDIOMATIC,I think my nose is starting to run; I might be getting a cold.
135,turn,IDIOMATIC,"biggest problems is peer pressure. A lot of these children feel that, because all their friends are in gangs, they should be too. If we can show these children that there are other options, we hope they won't be persuaded to join the gangs. We've been experimenting with the scheme for six months in the London area and the results are very encouraging. We will probably be taking the idea to other cities throughout the UK next year. If we are successful, then we will see fewer young children turning to crime and these neighbourhoods will be made safer for everyone. Read the article again and listen. Answer the questions. What do new crime figures show? What areas are most hit by gang crime? How does Paddy's scheme work? What sort of things do the police mentors do with the children and why? Why is the scheme for such young children? What future plans does Paddy have? Present perfect and future passives Complete the sentences with the words in the box. have given will be taken will spend will be"
136,drop,IDIOMATIC,Is it advisable to drop the less profitable product lines from our portfolio?
137,take,LITERAL,"n't think I'd like to spend my days in a school, – WB p. / A girl talks about a guy in the office ( g ) Look at the pictures. Use participles or infinitives after verbs of perception and an object. . He always arrives really late for work. This morning I saw him ... . He clearly prefers magazines to company reports. Today I noticed ... Participles for longer . A lot of his phone calls from the office are personal ones. Yesterday I... actions, infinitives for . He takes other people's equipment without asking. Yesterday... shorter actions. . Our boss isn't too happy with him, of course. This afternoon I... arrive read talk take give WB p. / Make a good impression at an interview Imagine you are an applicant for the job advertised in exercise on page . What would you say at these points in the interview? . You enter the interview room. . You are asked why you think you would enjoy doing the job. . You are asked why you think you are the right"
138,run,IDIOMATIC,"The movie actually runs for almost three hours, so grab some snacks!"
139,take,NONE,"use didn't need to [do something), it often means that someone __________something because it was not necessary. When we use needn't have (done something), it means that someone ..........something but in fact it was not necessary. C Complete the sentences with the phrases in the box. didn't need to buy needn't have bought didn't need to phone needn't have phoned didn't need to take needn't have taken The doctor said my cold wasn't serious, so I didn't need to take any medicine. I took my umbrella on the walk, but the sun shone the whole time, so I________ it. I bought a new coat, but I.......it because my old one was really OK. I managed to do all the homework by myself so I_________any of my friends to help me. I called Chloe to tell her about the party, but I .........her because she already knew. I was going to buy a new camera but I .........one in the end, because my parents gave me one"
140,run,LITERAL,She used to run track in high school and was really fast.
141,look,IDIOMATIC,"After the long trip, I definitely look forward to just relaxing."
142,turn,IDIOMATIC,Would it be possible to turn in your project proposal by the end of the week?
143,keep,LITERAL,Keep all personal items in your designated locker.
144,make,LITERAL,"but the spirit of that rush has remained throughout the Golden State. Although California's sunny climate is a big attraction for many, the state's strong economy is what really attracts millions of people. Silicon Valley in Northern California, for example, is home to many of the world's largest technology companies: Apple, Facebook, Google, eBay, Netflix and many others. Each of these began as a small 'startup' company – often just one or two people and a good idea. For example, the first Apple computers were made in a bedroom, and Google began as a student project. In the 1990s, internet start-ups became a kind of 'California Gold Rush 2.0', and millions of dollars were spent on starting new web businesses. People thought this would go on forever, but in 2001 the 'dot-com bubble' burst, and millions of dollars were lost. A new boom, however, has made technology one of the leading industries in California and worldwide. Agriculture has long been another California success story. The state's climate is ideal for"
145,take,IDIOMATIC,"presented their ideas. Councillor Amy Dorn said the students had given a great presentation. Although city bar owners and license holders denied selling alcohol to under- s, the city council passed the new law. Stores that break the law can now get a $ 000 fine and risk losing their license for 0 days. High school campaigner Logan Schultz, Glen Falls, Wisconsin Their opinions, your opinions a) H- In groups of four, each partner reads one of the above articles and takes notes on: • who has taken a stand • their goals and how they try to achieve them b) Use your notes to explain the key facts to your group. Answer any questions. c) Discuss the goals and methods of the four campaigns. • I like/agree with / disagree with ... because ... • I'm not sure if I agree with ... • In my view, the campaign goal is OK/. , but ... • I think / don't think campaigners should ... • It's all right/wrong/illegal/..."
146,make,LITERAL,"fill out these forms so that I can help you. • Could you describe exactly what happened? • The German consulate can give you a passport for your flight home. eighteen Relative clauses (Revision) REVISION (Using relative clauses) GRAMMAR • A defining relative clause gives necessary information. Without it you don't know who or what is being talked about. • A non-defining relative clause gives extra information about someone or something • When a relative pronoun is followed by a subject and verb, you can leave it out and make a contact clause: Koalas are the animals which/that I like best. For more details see G . Australia's animal world Match the correct parts and use the relative pronouns who/that and which/that to make defining relative clauses. . Australia is a continent . So it has many animals . The animals are an attraction for tourists . They love to see marsupials like kangaroos . Koalas are also popular, with sweet faces . But watch out! Those koalas bite people ... make them look like teddy bears. ..."
147,break,NONE,"to tail, including skins used as trophies and status symbols. Bone used in traditional medicine HowtheWWF helps Educating communities. Collaborating with surveillance against poaching. Organizing protection areas. Raising money through its'Adopt a tiger'programme How we can help Your own ideas! Irregular Verbs Infinitive Past simple Past participle Infinitive Past simple Past participle be was/were been leave left left beat beat beaten let let let become became become lose lost lost begin began begun make made made bite bit bitten mean meant meant blow blew blown meet met met break broke broken pay paid paid bring brought brought put put put build built built read read read burn burnt/burned burnt/burned ride rode ridden buy bought bought ring rang rung catch caught caught run ran run choose chose chosen say said said come came come see saw seen cost cost cost sell sold sold cut cut cut send sent sent deal dealt dealt set set set do did done shoot shot shot draw drew drawn show showed shown dream dreamt/dreamed dreamt/dreamed shut shut shut drink drank drunk sing sang sung drive drove driven"
148,hold,LITERAL,"Hold the door for the next person entering, please."
149,make,IDIOMATIC,"ifthe situation which we regret was different. On the other hand, we often use wish just to express general regret about the situation. If only it wasn't raining. We could be outside now, having a nice picnic! I wish it wasn't raining. I'm bored of being inside. Grammar Reference unit I '""y WW""– fuses of could J f Modal perfects for speculationJ Could Is a very common verb in English that is used in different situations: We use it to ask for permission or make a request. It is more polite than can. Could me have a quick break? I need to get some mater. We use it as the past simple form of con, when we talk about general ability or possibility in the past. Before mobile phones, people couldn't contact each other mhen they were trauelling. My little nephem could use a touchscreen phone before he mas three! However, we don't use could to talk about an action that happened once in the past. Could always describes the general situation"
150,make,LITERAL,"had been to Brazil before. / hadn't been to Brazil before. Questions Short answers Had you been to Brazil before? Yes, had./No, hadn't. f although / euen though / though J Although, euen though and though are conjunctions. We use them before a verb subject. We can use them at the start of a sentence or in the middle. Although he was nervous, he never considered cancelling the trip. He never considered cancelling the trip, although he was nervous. Even though makes the contrast sound stronger and the result sound more surprising or impressive. Euen though I'm scared of dogs, I agreed to look after my cousin's Rottweiler for the weekend. We often finish a sentence with though when we respond to someone with a contrasting idea. Burgers are so bad for you. They are nice, though! We use them before a noun or an -ing form to say that a situation contrasts with another, but didn't prevent it. Despite the rain, we had a fantastic time at the"
151,take,IDIOMATIC,Take the third turning on the right after the traffic lights.
152,see,IDIOMATIC,"She's seeing someone new, I heard, but she hasn't told me details yet."
