Lemma,Register,Mood,Usage_Category,Full_Sentence
keep,HIGH,Question,LITERAL,Do you believe we can keep our client satisfied with the proposed changes?
keep,HIGH,Question,LITERAL,What measures should we implement to keep the equipment in good working order?
keep,HIGH,Question,IDIOMATIC,Is it feasible for us to keep this deadline without additional resources?
keep,HIGH,Question,IDIOMATIC,Will the company keep its promise regarding employee benefits this year?
keep,HIGH,Question,LITERAL,Where do you suggest we keep the important documents for easy access?
keep,HIGH,Question,LITERAL,To whom should I speak about keeping accurate records of expenditures?
keep,HIGH,Question,LITERAL,Might we keep the office open a little longer for the late meeting?
keep,LOW,Statement,LITERAL,I just want to keep things casual with him for now.
keep,LOW,Statement,IDIOMATIC,"We totally have to keep in touch after the holidays, okay?"
keep,LOW,Statement,IDIOMATIC,She always tries to keep up with the latest fashion trends.
keep,LOW,Statement,LITERAL,I hope I can keep my old car running for another year or two.
keep,LOW,Statement,IDIOMATIC,"He's really good at keeping secrets, so you can tell him anything."
keep,LOW,Statement,IDIOMATIC,I don't mind staying late if it helps us keep going on this project.
keep,LOW,Statement,IDIOMATIC,Let's keep an eye on the time; the movie starts soon.
keep,LOW,Statement,LITERAL,"Honestly, sometimes it's hard to keep calm when things get crazy."
keep,LOW,Statement,LITERAL,I decided to keep the blue shirt; it fits better than the red one.
keep,LOW,Statement,IDIOMATIC,We should keep planning our trip for next summer.
keep,NEUTRAL,Imperative,LITERAL,Keep your belongings with you at all times.
keep,NEUTRAL,Imperative,LITERAL,Please keep the noise level down after 10 PM.
keep,NEUTRAL,Imperative,IDIOMATIC,"Keep straight ahead for two blocks, then turn left."
keep,NEUTRAL,Imperative,LITERAL,Always keep a safe distance from the car in front.
keep,NEUTRAL,Imperative,LITERAL,Keep your receipt for proof of purchase.
keep,NEUTRAL,Imperative,LITERAL,Keep food and drinks away from the computer equipment.
keep,NEUTRAL,Imperative,IDIOMATIC,Keep out of restricted areas.
keep,NEUTRAL,Imperative,LITERAL,"Keep all medication stored in a cool, dry place."
keep,NEUTRAL,Imperative,IDIOMATIC,"To open, keep pressing the button until it clicks."
keep,HIGH,Question,LITERAL,Could we keep this discussion confidential until the official announcement has been made?
keep,HIGH,Question,LITERAL,Will the company keep its current policy on flexible working arrangements for the foreseeable future?
keep,HIGH,Question,IDIOMATIC,Might we need to keep a close watch on the project budget during this critical quarter?
keep,HIGH,Question,LITERAL,Should we endeavor to keep all relevant stakeholders regularly informed of our progress?
keep,HIGH,Question,LITERAL,Is it feasible to keep the original project timeline despite the recent technical setback?
keep,HIGH,Question,LITERAL,Would you advise us to keep a detailed record of all decisions made during these meetings?
keep,HIGH,Question,LITERAL,Does the IT department plan to keep the new software system updated with the latest security patches?
keep,HIGH,Question,LITERAL,Could you confirm if we are required to keep these financial documents in the archive for five years?
keep,HIGH,Question,IDIOMATIC,Are we expected to keep our presentation within the allocated fifteen-minute time limit?
keep,HIGH,Question,LITERAL,How can we effectively keep staff morale high during this period of organizational restructuring?
keep,LOW,Statement,IDIOMATIC,"I always try to keep my promises, you know?"
keep,LOW,Statement,LITERAL,I'm trying to keep fit by going to the gym every day.
keep,LOW,Statement,LITERAL,"She wants to keep that old t-shirt, even though it's got holes in it."
keep,LOW,Statement,IDIOMATIC,"He just keeps talking, I can barely get a word in sometimes!"
keep,LOW,Statement,IDIOMATIC,"Don't worry, I can keep a secret, really."
keep,LOW,Statement,IDIOMATIC,We decided to keep the party a total surprise for her birthday.
keep,LOW,Statement,LITERAL,My phone battery doesn't keep a charge for very long anymore.
keep,LOW,Statement,LITERAL,It's hard to keep calm when everything is going wrong around you.
keep,LOW,Statement,LITERAL,I heard they're going to keep the local park open late this summer.
keep,NEUTRAL,Imperative,LITERAL,Keep your receipt for any returns or exchanges.
keep,NEUTRAL,Imperative,IDIOMATIC,Keep off the grass during maintenance.
keep,NEUTRAL,Imperative,LITERAL,Always keep both hands on the steering wheel.
keep,NEUTRAL,Imperative,LITERAL,Keep right at the junction for the city center.
keep,NEUTRAL,Imperative,LITERAL,Please keep all personal belongings with you at all times.
keep,NEUTRAL,Imperative,LITERAL,Keep silent during the examination period.
keep,NEUTRAL,Imperative,IDIOMATIC,Keep food and drinks away from the museum exhibits.
keep,NEUTRAL,Imperative,LITERAL,"To unlock the device, keep the button pressed for three seconds."
keep,NEUTRAL,Imperative,LITERAL,Keep this area clear at all times for emergency access.
keep,NEUTRAL,Imperative,LITERAL,Remember to keep your student ID card visible on campus.
keep,HIGH,Question,IDIOMATIC,Could we keep this matter entirely confidential among the project leads?
keep,HIGH,Question,IDIOMATIC,Do you anticipate we can keep to the proposed timeline for the new initiative?
keep,HIGH,Question,LITERAL,Is it feasible to keep operational expenditures below the allocated budget this quarter?
keep,HIGH,Question,LITERAL,What strategies can we employ to keep our competitive advantage in the market?
keep,HIGH,Question,IDIOMATIC,Will the new system help us keep track of inventory more efficiently?
keep,HIGH,Question,LITERAL,Should we keep all stakeholders regularly updated on policy changes?
keep,HIGH,Question,LITERAL,Are we able to keep our service standards consistent across all branches?
keep,HIGH,Question,IDIOMATIC,To what extent can we keep the client's original requests in mind during development?
keep,HIGH,Question,LITERAL,Could you advise on the best practice to keep digital records properly organized?
keep,LOW,Statement,LITERAL,I'm just going to keep wearing my old jeans; they're so comfy.
keep,LOW,Statement,LITERAL,Let's try to keep quiet so we don't wake the baby up.
keep,LOW,Statement,LITERAL,I think I'll keep that small souvenir from our trip as a memory.
keep,LOW,Statement,IDIOMATIC,"He always manages to keep his cool, even when things are crazy."
keep,LOW,Statement,IDIOMATIC,"We should definitely keep in touch more often, it's been a while."
keep,LOW,Statement,LITERAL,I'm going to keep practicing my guitar until I get it right.
keep,LOW,Statement,IDIOMATIC,It's tough to keep up with all the new shows on TV these days.
keep,LOW,Statement,IDIOMATIC,"Don't worry, I'll keep an eye on your bike while you're inside."
keep,LOW,Statement,LITERAL,She likes to keep her plans flexible for the weekend.
keep,LOW,Statement,IDIOMATIC,I'll keep my fingers crossed for your exam results!
keep,NEUTRAL,Imperative,LITERAL,Keep all emergency exits clear at all times.
keep,NEUTRAL,Imperative,LITERAL,Keep your ticket visible for inspection.
keep,NEUTRAL,Imperative,IDIOMATIC,Please keep off the grass in this area.
keep,NEUTRAL,Imperative,LITERAL,Keep the refrigerator door closed to maintain temperature.
keep,NEUTRAL,Imperative,LITERAL,Always keep a safe distance from the vehicle in front.
keep,NEUTRAL,Imperative,LITERAL,Keep your password confidential and do not share it.
keep,NEUTRAL,Imperative,LITERAL,"Keep all chemicals stored in a cool, dry place."
keep,HIGH,Question,LITERAL,"Regarding the project timeline, how do you propose we keep it on schedule?"
keep,HIGH,Question,LITERAL,Could you advise on the best strategy to keep our team's morale elevated?
keep,HIGH,Question,LITERAL,What measures are in place to keep client data strictly confidential?
keep,HIGH,Question,LITERAL,Do you have any suggestions for how we can keep our operational expenses within budget?
keep,HIGH,Question,LITERAL,How can we effectively keep all stakeholders informed about the initiative's progress?
keep,HIGH,Question,LITERAL,"Is it permissible to keep these archived documents for an extended period, as per policy?"
keep,HIGH,Question,LITERAL,What steps should be taken to keep the new software system running optimally?
keep,HIGH,Question,LITERAL,Who is accountable for ensuring we keep our official records accurately filed?
keep,HIGH,Question,LITERAL,To what extent can we keep the current staffing levels during the upcoming transition phase?
keep,HIGH,Question,LITERAL,What is your recommendation to keep our department compliant with the recent regulatory changes?
keep,LOW,Statement,LITERAL,"I gotta keep my phone charged, otherwise I'll totally miss your texts."
keep,LOW,Statement,LITERAL,She decided to just keep that old shirt; it's got sentimental value.
keep,LOW,Statement,LITERAL,"We just want to keep things super chill tonight, no big plans, you know?"
keep,LOW,Statement,IDIOMATIC,He always tries to keep up with all the latest memes and TikTok trends.
keep,LOW,Statement,IDIOMATIC,I promised to keep an eye on her cat while she's outta town.
keep,LOW,Statement,IDIOMATIC,"You gotta keep pushing even when stuff gets tough, don't give up!"
keep,LOW,Statement,LITERAL,"I don't really keep a lot of cash on me these days, just plastic."
keep,LOW,Statement,IDIOMATIC,"Let's keep this just between us, it's kind of a huge secret."
keep,LOW,Statement,LITERAL,My friend likes to keep all his vintage video games organized in his room.
keep,LOW,Statement,IDIOMATIC,I just want to keep exploring new places and trying new foods.
keep,NEUTRAL,Imperative,LITERAL,Keep all personal items in your designated locker.
keep,NEUTRAL,Imperative,LITERAL,Please keep the gate closed firmly after passing through.
keep,NEUTRAL,Imperative,LITERAL,Keep your seatbelt fastened until the aircraft comes to a complete stop.
keep,NEUTRAL,Imperative,IDIOMATIC,"To reach the reception desk, keep following the signs straight ahead."
keep,NEUTRAL,Imperative,LITERAL,Always keep a minimum distance of one meter from the stage.
keep,NEUTRAL,Imperative,LITERAL,Keep food and beverages strictly outside the library reading area.
keep,NEUTRAL,Imperative,IDIOMATIC,"For safety, keep off the restricted construction site."
keep,NEUTRAL,Imperative,LITERAL,Keep the refrigerator door sealed tightly to maintain cold temperatures.
keep,NEUTRAL,Imperative,LITERAL,Remember to keep your original packaging for warranty claims.
keep,HIGH,Question,IDIOMATIC,Could we keep the discussion focused on the agenda points?
keep,HIGH,Question,IDIOMATIC,Is it feasible to keep this project within the initial budget?
keep,HIGH,Question,IDIOMATIC,How can we ensure we keep all stakeholders adequately informed?
keep,HIGH,Question,LITERAL,Do we need to keep detailed records of all client interactions?
keep,HIGH,Question,IDIOMATIC,Will the team be able to keep up with the revised production schedule?
keep,HIGH,Question,IDIOMATIC,What measures are in place to keep confidential data secure?
keep,HIGH,Question,IDIOMATIC,Should we keep this proposal under review until next quarter?
keep,HIGH,Question,IDIOMATIC,Are there strategies to help staff keep a positive outlook during changes?
keep,HIGH,Question,IDIOMATIC,Whom should I contact to keep track of our department's expenses?
keep,HIGH,Question,LITERAL,Is it advisable to keep the old software version as a backup?
keep,LOW,Statement,IDIOMATIC,"I always try to keep my word, especially to my friends."
keep,LOW,Statement,IDIOMATIC,"Let's keep in touch, even after you move to a different city."
keep,LOW,Statement,IDIOMATIC,She likes to keep busy by doing various hobbies on the weekend.
keep,LOW,Statement,IDIOMATIC,"Don't worry, I can totally keep a secret; your story is safe with me."
keep,LOW,Statement,IDIOMATIC,He told me to keep calm when I got nervous about the exam.
keep,LOW,Statement,LITERAL,"We should keep some pizza for later, I'm already full."
keep,LOW,Statement,IDIOMATIC,It's hard to keep up with all the new slang these days!
keep,LOW,Statement,IDIOMATIC,My dog loves to keep me company when I'm working from home.
keep,LOW,Statement,IDIOMATIC,I promised to keep an eye on her plants while she's on vacation.
keep,LOW,Statement,IDIOMATIC,"They keep asking me to go out, but I'm too tired tonight."
keep,NEUTRAL,Imperative,IDIOMATIC,Keep all your personal items secure while traveling.
keep,NEUTRAL,Imperative,IDIOMATIC,Keep to the designated path to avoid damaging the plants.
keep,NEUTRAL,Imperative,IDIOMATIC,Please keep the door closed at all times to maintain the temperature.
keep,NEUTRAL,Imperative,LITERAL,Keep your hands inside the vehicle during the ride.
keep,NEUTRAL,Imperative,IDIOMATIC,Always keep a safe distance from the car in front of you.
keep,NEUTRAL,Imperative,LITERAL,Keep this instruction manual for future reference.
keep,NEUTRAL,Imperative,IDIOMATIC,Keep off the freshly painted walls.
keep,NEUTRAL,Imperative,LITERAL,Keep walking straight until you reach the traffic lights.
keep,NEUTRAL,Imperative,LITERAL,Keep quiet in the library; other students are studying.
keep,NEUTRAL,Imperative,LITERAL,Keep the area around the fire exit clear.
look,HIGH,Question,LITERAL,Could we look at the latest sales figures during our next meeting?
look,HIGH,Question,IDIOMATIC,Would you be able to look over the proposal before it is submitted?
look,HIGH,Question,IDIOMATIC,Have you had a chance to look into the client's recent concerns?
look,HIGH,Question,IDIOMATIC,How do you look upon the potential challenges of this new project?
look,HIGH,Question,IDIOMATIC,Are you currently looking for a more efficient way to manage this task?
look,HIGH,Question,LITERAL,Did you look at the updated report from the finance department?
look,HIGH,Question,IDIOMATIC,Might we look into allocating more resources to the marketing campaign?
look,HIGH,Question,IDIOMATIC,When can we look forward to receiving your comprehensive feedback?
look,HIGH,Question,IDIOMATIC,Could you look into the possibility of extending the deadline slightly?
look,HIGH,Question,IDIOMATIC,Does this plan look acceptable to the senior management team?
look,LOW,Statement,IDIOMATIC,"Wow, you totally look awesome in that new outfit!"
look,LOW,Statement,IDIOMATIC,I think we should look for a new place to grab coffee tomorrow.
look,LOW,Statement,IDIOMATIC,My friend doesn't look like he's going to make it to the party tonight.
look,LOW,Statement,IDIOMATIC,"You always look out for me, and I really appreciate that."
look,LOW,Statement,IDIOMATIC,"After the long trip, I definitely look forward to just relaxing."
look,LOW,Statement,IDIOMATIC,He doesn't usually look so happy on a Monday morning.
look,LOW,Statement,IDIOMATIC,I'm going to look up some funny memes later when I have time.
look,NEUTRAL,Imperative,LITERAL,Always look both ways when crossing a busy street.
look,NEUTRAL,Imperative,IDIOMATIC,Look up the word in the dictionary if you are unsure of its meaning.
look,NEUTRAL,Imperative,IDIOMATIC,Look out! There's a step down right here.
look,NEUTRAL,Imperative,LITERAL,Do not look directly at the sun during an eclipse.
look,NEUTRAL,Imperative,LITERAL,Look to your left for the customer service desk.
look,HIGH,Question,IDIOMATIC,Could you please look into the recent decline in sales figures?
look,HIGH,Question,IDIOMATIC,Does the new marketing strategy look promising for our target demographic?
look,HIGH,Question,IDIOMATIC,Might we look for a more efficient method to process these requests?
look,HIGH,Question,IDIOMATIC,Could we ask you to look over the legal documentation for any inconsistencies?
look,HIGH,Question,LITERAL,When do you anticipate we can look at the comprehensive competitor analysis?
look,HIGH,Question,IDIOMATIC,Is it possible to look through the client feedback before our next meeting?
look,LOW,Statement,IDIOMATIC,"Honestly, your new apartment looks super cozy and welcoming."
look,LOW,Statement,IDIOMATIC,It looks like we're going to have a chill movie night after all.
look,LOW,Statement,IDIOMATIC,"Dude, you don't look too happy about the test results."
look,LOW,Statement,IDIOMATIC,"This old car still looks pretty good for its age, surprisingly."
look,LOW,Statement,IDIOMATIC,I'm just going to look around the bookstore for a bit while you wait.
look,LOW,Statement,IDIOMATIC,That new hairstyle really looks awesome on you; it suits your face.
look,LOW,Statement,IDIOMATIC,We should look up that band everyone's talking about; their music sounds cool.
look,NEUTRAL,Imperative,LITERAL,Look both ways before you step off the curb.
look,NEUTRAL,Imperative,LITERAL,Always look carefully at the ingredients list for allergens.
look,NEUTRAL,Imperative,LITERAL,Look straight ahead when walking on uneven terrain.
look,NEUTRAL,Imperative,LITERAL,Do not look directly at the welding arc without proper eye protection.
look,NEUTRAL,Imperative,LITERAL,Look closely at the diagram to understand the assembly steps.
look,NEUTRAL,Imperative,IDIOMATIC,Look up the train schedule if you are unsure of the departure time.
look,NEUTRAL,Imperative,IDIOMATIC,"Before starting, look for any loose parts or damaged components."
look,HIGH,Question,IDIOMATIC,Could you please look into the matter and provide an update by end of day?
look,HIGH,Question,IDIOMATIC,Does the proposal look satisfactory for the board's consideration?
look,HIGH,Question,IDIOMATIC,Would you be able to look over these figures before the final submission?
look,HIGH,Question,IDIOMATIC,Might we look at the financial projections again during our next meeting?
look,HIGH,Question,IDIOMATIC,Could we look at alternative strategies to improve market penetration?
look,HIGH,Question,IDIOMATIC,May I request that you look up the relevant legal precedents for this case?
look,HIGH,Question,IDIOMATIC,Do these preliminary results look promising for future development?
look,HIGH,Question,IDIOMATIC,Is it possible to look for a more sustainable production method?
look,LOW,Statement,IDIOMATIC,"Hey, you look super happy today, what's up?"
look,LOW,Statement,IDIOMATIC,That new movie looks totally awesome; we should go see it.
look,LOW,Statement,IDIOMATIC,"Don't worry, it doesn't look like it's going to rain anymore."
look,LOW,Statement,IDIOMATIC,"He always looks out for his friends, which is cool."
look,LOW,Statement,IDIOMATIC,"This whole situation just looks a bit weird to me, honestly."
look,LOW,Statement,IDIOMATIC,"I need to look for my phone, I can't find it anywhere."
look,LOW,Statement,IDIOMATIC,"That old car still looks pretty sharp for its age, huh?"
look,LOW,Statement,IDIOMATIC,"From here, it looks like a really fun party happening next door."
look,LOW,Statement,IDIOMATIC,I'll look you up on social media later to see your vacation pics.
look,NEUTRAL,Imperative,LITERAL,Look both ways before stepping into the road.
look,NEUTRAL,Imperative,IDIOMATIC,Look up the word in a dictionary if you don't understand it.
look,NEUTRAL,Imperative,LITERAL,Look straight ahead to maintain your balance.
look,NEUTRAL,Imperative,IDIOMATIC,Look out for cyclists when opening your car door.
look,NEUTRAL,Imperative,LITERAL,Look closely at the details on the map.
look,NEUTRAL,Imperative,IDIOMATIC,Look up the train schedule before you leave.
look,HIGH,Question,IDIOMATIC,Could you please look into the current sales figures for Q3?
look,HIGH,Question,IDIOMATIC,Would it be possible to look at the revised project proposal by tomorrow?
look,HIGH,Question,IDIOMATIC,Does this design look professional enough for the client presentation?
look,HIGH,Question,IDIOMATIC,Should we look for a more efficient way to manage our workflow?
look,HIGH,Question,IDIOMATIC,May I ask you to look over these documents before the crucial meeting?
look,HIGH,Question,IDIOMATIC,"Could you look after the new intern this week, guiding them through their tasks?"
look,HIGH,Question,IDIOMATIC,Do these quarterly results look promising for future market expansion?
look,HIGH,Question,IDIOMATIC,Perhaps we should look at different vendor options for the upcoming contract?
look,HIGH,Question,IDIOMATIC,Might we look into expanding our service offerings to new regions next year?
look,LOW,Statement,IDIOMATIC,"That new haircut really looks great on you, seriously!"
look,LOW,Statement,IDIOMATIC,I need to look for my phone; I think I left it somewhere in the house.
look,LOW,Statement,IDIOMATIC,"He always looks a bit grumpy before his morning coffee, doesn't he?"
look,LOW,Statement,IDIOMATIC,"We should look around for a cool place to eat tonight, I'm starving."
look,LOW,Statement,IDIOMATIC,"This weather looks like it's going to clear up later, thankfully."
look,LOW,Statement,IDIOMATIC,You look tired; maybe you should get some rest and chill out.
look,LOW,Statement,LITERAL,"Don't look now, but I think our friend is waving at us from over there."
look,LOW,Statement,IDIOMATIC,"That cat looks like it's planning something sneaky, watch out!"
look,LOW,Statement,IDIOMATIC,"She always looks out for her little brother, making sure he's okay."
look,NEUTRAL,Imperative,LITERAL,Always look carefully at the expiration date on food products.
look,NEUTRAL,Imperative,LITERAL,Do not look directly at the welding arc without proper eye protection.
look,NEUTRAL,Imperative,LITERAL,Look closely at the diagram to assemble the furniture correctly.
look,NEUTRAL,Imperative,IDIOMATIC,"Before starting, look for any damaged parts in the package."
look,NEUTRAL,Imperative,IDIOMATIC,Look out for falling rocks when hiking in this mountainous area.
look,NEUTRAL,Imperative,IDIOMATIC,Look up the definition of the word if you are unsure of its meaning.
look,HIGH,Question,IDIOMATIC,Could we please look into the financial implications of this proposal?
look,HIGH,Question,LITERAL,Should we look at the revised policy document during our next session?
look,HIGH,Question,IDIOMATIC,Are you currently looking for a suitable candidate for the vacant position?
look,HIGH,Question,IDIOMATIC,Might we look to implement these changes by the end of the quarter?
look,HIGH,Question,IDIOMATIC,Could you perhaps look over these figures before the official submission?
look,HIGH,Question,IDIOMATIC,Will we be looking for external expertise to assist with the audit?
look,HIGH,Question,IDIOMATIC,Do you anticipate looking into alternative strategies if this one proves ineffective?
look,HIGH,Question,IDIOMATIC,From what perspective should we look at the current market challenges?
look,HIGH,Question,IDIOMATIC,Are you looking forward to discussing the progress report at the board meeting?
look,HIGH,Question,IDIOMATIC,Would it be possible to look up the historical data on similar projects?
look,LOW,Statement,IDIOMATIC,"That new game looks super fun, I can't wait to try it."
look,LOW,Statement,LITERAL,"Honestly, this coffee looks way too strong for me right now."
look,LOW,Statement,IDIOMATIC,It looks like we're going to have fantastic weather this weekend.
look,LOW,Statement,LITERAL,"Don't look now, but I think our friend is walking toward us."
look,LOW,Statement,LITERAL,"You always look great in those colours, they really suit you."
look,LOW,Statement,IDIOMATIC,We should look for a better place to hang out next time.
look,LOW,Statement,IDIOMATIC,My old car doesn't look like it's going to last much longer.
look,LOW,Statement,IDIOMATIC,I saw her look up directions on her phone before we left.
look,NEUTRAL,Imperative,LITERAL,Look closely at the expiration date on all food items.
look,NEUTRAL,Imperative,IDIOMATIC,Look up the word in the dictionary if you are unsure of its meaning.
look,NEUTRAL,Imperative,IDIOMATIC,Look out for falling debris when walking under construction sites.
look,NEUTRAL,Imperative,LITERAL,Look straight ahead and maintain a steady pace.
make,HIGH,Question,IDIOMATIC,Could we make a decision regarding the project timeline by Friday?
make,HIGH,Question,IDIOMATIC,How might we make the new proposal more appealing to stakeholders?
make,HIGH,Question,IDIOMATIC,Would you be able to make arrangements for the upcoming client meeting?
make,HIGH,Question,IDIOMATIC,What steps can we make to ensure product quality control?
make,HIGH,Question,IDIOMATIC,Is it possible to make a presentation about these findings next week?
make,HIGH,Question,IDIOMATIC,Could you make a note of the key points discussed in this session?
make,HIGH,Question,IDIOMATIC,How can we make certain that all team members understand their roles?
make,HIGH,Question,IDIOMATIC,Do you believe we can make significant progress on this task today?
make,HIGH,Question,IDIOMATIC,Shall we make an effort to streamline our internal processes?
make,HIGH,Question,IDIOMATIC,To what extent does this change make our workflow more efficient?
make,LOW,Statement,IDIOMATIC,I just had to make a quick phone call to my mom.
make,LOW,Statement,IDIOMATIC,That new song really makes me want to dance.
make,LOW,Statement,IDIOMATIC,We should make plans to hang out again soon.
make,LOW,Statement,IDIOMATIC,"He always makes a big deal out of nothing, it's annoying."
make,LOW,Statement,IDIOMATIC,Did you make it to the party on time last night?
make,LOW,Statement,IDIOMATIC,This funny video always makes me laugh so hard.
make,LOW,Statement,LITERAL,I need to make some coffee before I can start working.
make,LOW,Statement,IDIOMATIC,"Don't make a mess in the living room, please."
make,LOW,Statement,IDIOMATIC,She's trying to make new friends in her new city.
make,LOW,Statement,IDIOMATIC,"Seriously, that doesn't make any sense at all."
make,NEUTRAL,Imperative,IDIOMATIC,Please make a U-turn at the next intersection.
make,NEUTRAL,Imperative,IDIOMATIC,Make a copy of the document for your records.
make,NEUTRAL,Imperative,IDIOMATIC,Always make eye contact when speaking to customers.
make,NEUTRAL,Imperative,IDIOMATIC,Make a quick note of the expiry date on the label.
make,NEUTRAL,Imperative,IDIOMATIC,"To assemble, make certain the parts click into place."
make,NEUTRAL,Imperative,IDIOMATIC,Make your bed every morning before you go out.
make,NEUTRAL,Imperative,IDIOMATIC,Make a reservation at the restaurant if you want a table.
make,NEUTRAL,Imperative,IDIOMATIC,Make a list of everything you need from the store.
make,HIGH,Question,IDIOMATIC,Could you please make a decision on the new project timeline?
make,HIGH,Question,IDIOMATIC,How can we make certain that all team members feel included?
make,HIGH,Question,IDIOMATIC,Will you be able to make the necessary arrangements for the meeting?
make,HIGH,Question,IDIOMATIC,Do you have a suggestion to make about the next steps?
make,HIGH,Question,IDIOMATIC,What steps should we make to improve client satisfaction?
make,HIGH,Question,IDIOMATIC,Is it possible to make some adjustments to the current report?
make,HIGH,Question,IDIOMATIC,How can we make a positive contribution to the community?
make,HIGH,Question,IDIOMATIC,Could you make a brief note of the main points discussed?
make,HIGH,Question,IDIOMATIC,Are there any changes we need to make to the presentation?
make,HIGH,Question,IDIOMATIC,Have you managed to make contact with the department head?
make,LOW,Statement,IDIOMATIC,I don't think that explanation makes much sense to me.
make,LOW,Statement,IDIOMATIC,She always makes up the best excuses for being late.
make,LOW,Statement,IDIOMATIC,We need to make sure we make it to the concert on time.
make,LOW,Statement,IDIOMATIC,Don't make fun of his old car; it still works fine.
make,LOW,Statement,IDIOMATIC,I can't believe they finally made up after their big fight.
make,LOW,Statement,IDIOMATIC,You made my day when you brought me coffee!
make,LOW,Statement,IDIOMATIC,Let's make a quick stop at the shop before heading home.
make,LOW,Statement,LITERAL,That funny video always makes me laugh out loud.
make,LOW,Statement,IDIOMATIC,I hope we can make do with these old blankets for the picnic.
make,LOW,Statement,IDIOMATIC,He really tried to make a good impression on her parents.
make,NEUTRAL,Imperative,IDIOMATIC,Make a right turn at the next intersection.
make,NEUTRAL,Imperative,LITERAL,Please make a copy of your passport before travel.
make,NEUTRAL,Imperative,LITERAL,Make a list of all the ingredients you need.
make,NEUTRAL,Imperative,IDIOMATIC,Make a choice between the two available options.
make,NEUTRAL,Imperative,IDIOMATIC,Always make eye contact when you are talking to someone.
make,NEUTRAL,Imperative,LITERAL,Make a note of your flight number and gate.
make,HIGH,Question,IDIOMATIC,Could we make a final decision regarding the project's direction by Friday?
make,HIGH,Question,IDIOMATIC,How can the department make further progress on the client's complex request?
make,HIGH,Question,IDIOMATIC,Will all team members make a strong effort to meet the revised budget constraints?
make,HIGH,Question,IDIOMATIC,Might I make a brief suggestion concerning the new operational procedure?
make,HIGH,Question,IDIOMATIC,Who is scheduled to make the comprehensive presentation at the upcoming quarterly review?
make,HIGH,Question,IDIOMATIC,Do we need to make any significant adjustments to the proposed implementation timeline?
make,HIGH,Question,IDIOMATIC,Is the committee prepared to make a long-term commitment to this sustainability initiative?
make,HIGH,Question,IDIOMATIC,Could you please make a formal recommendation for a suitable software solution?
make,HIGH,Question,IDIOMATIC,Have you been able to make all the necessary arrangements for the international delegates?
make,HIGH,Question,IDIOMATIC,In what ways can each participant make a valuable contribution to the workshop's outcomes?
make,LOW,Statement,LITERAL,I gotta make dinner soon; I'm starving after that long hike.
make,LOW,Statement,IDIOMATIC,My little cousin loves to make trouble whenever the adults aren't looking.
make,LOW,Statement,IDIOMATIC,"Honestly, what he said about the plan didn't really make sense to anyone."
make,LOW,Statement,IDIOMATIC,"There's a cool party on Friday night, hope you can make it!"
make,LOW,Statement,IDIOMATIC,It's not fair to make fun of someone just because they're different.
make,LOW,Statement,IDIOMATIC,Why do you always make such a big deal out of forgetting my coffee order?
make,LOW,Statement,IDIOMATIC,I couldn't quite make out what she was whispering from across the room.
make,LOW,Statement,IDIOMATIC,"They had a silly argument yesterday, but I'm sure they'll make up by tomorrow."
make,LOW,Statement,LITERAL,I'm trying to find a weekend job to make some extra money for my trip.
make,LOW,Statement,IDIOMATIC,"We ran out of sugar for the cake, but we can probably make do with honey."
make,NEUTRAL,Imperative,LITERAL,"At the second traffic light, make a left turn onto Elm Street."
make,NEUTRAL,Imperative,LITERAL,Please make a copy of your identification for registration purposes.
make,NEUTRAL,Imperative,LITERAL,Make a note of your login details in a safe place.
make,NEUTRAL,Imperative,LITERAL,"When speaking to customers, make good eye contact."
make,NEUTRAL,Imperative,LITERAL,"In case of a medical emergency, make an immediate call to 911."
make,NEUTRAL,Imperative,LITERAL,Make a firm grip on the ladder before you start climbing.
make,NEUTRAL,Imperative,IDIOMATIC,"After use, make your bed neatly and place dirty towels in the hamper."
make,NEUTRAL,Imperative,IDIOMATIC,Please make no noise when entering the quiet study zone.
make,NEUTRAL,Imperative,IDIOMATIC,"To avoid waiting, make a reservation for the restaurant in advance."
make,HIGH,Question,IDIOMATIC,Could you please make a final decision regarding the project's new budget?
make,HIGH,Question,IDIOMATIC,Has the team been able to make sufficient progress on the quarterly report?
make,HIGH,Question,IDIOMATIC,Would it be convenient to make an appointment for next week's client briefing?
make,HIGH,Question,IDIOMATIC,May I make a suggestion concerning the proposed adjustments to the schedule?
make,HIGH,Question,IDIOMATIC,How can we make certain that all regulatory guidelines are fully met?
make,HIGH,Question,IDIOMATIC,Could you make an initial assessment of the potential risks involved?
make,HIGH,Question,IDIOMATIC,Does this strategy aim to make a significant contribution to our overall objectives?
make,HIGH,Question,IDIOMATIC,Should we make arrangements for the delivery of the new office equipment soon?
make,HIGH,Question,IDIOMATIC,Will the new system make a noticeable improvement to our operational efficiency?
make,HIGH,Question,IDIOMATIC,Is it within policy to make an exception for this specific supplier request?
make,LOW,Statement,IDIOMATIC,I really need to make time to call my old friends this weekend.
make,LOW,Statement,IDIOMATIC,She always manages to make new friends easily wherever she goes.
make,LOW,Statement,IDIOMATIC,We had to make do with leftover pizza for dinner last night.
make,LOW,Statement,IDIOMATIC,"Honestly, that movie ending didn't really make much sense to me."
make,LOW,Statement,LITERAL,I'm going to make a quick snack before we leave for the park.
make,LOW,Statement,IDIOMATIC,He usually makes up funny stories to entertain the kids.
