Lemma,Register,Mood,Usage_Category,Full_Sentence
look,TEXTBOOK,,LITERAL,"Preise und tolle neue Erfahrungen zu gewinnen gibt. TEAM: In dieser Kategorie kommt es darauf an, in der Gruppe kreativ zu werden. Mitmachen können Schülerinnen und Schüler der Klassen bis . Die Zweier- bis Zehnerteams drehen zum Beispiel Filme, erfinden Bühnenstücke, erstellen Multimedia-Präsentationen oder erfinden Spiele und WebAnwendungen. Die besten Gruppen aus jedem Bundesland präsentieren ihre Kreativbeiträge dann vor großem Publikum auf dem ""Sprachenfest"". Writing a letter of application p. We are a small international summer camp in Essex for children aged - . We are looking for a responsible and creative camp helper in August. You will need to have good English and feel comfortable organizing activities for children, including a day trip to London. You will also be expected to help at meals and bedtimes. Salary £ 00. Meals free. Please apply to Jake Welch Fingringhoe International Camp Fingringhoe CO FH Edinburgh public libraries are offering work experience to volunteers age - . No qualifications are needed. The work experience will last for four weeks from mid-July to mid-August and is unpaid. Students who would like to"
look,TEXTBOOK,,IDIOMATIC,"New Zealand student: Not till next Tuesday afternoon? But the headache is really bad. You: . Arztpraxis: Im Moment sind wir sehr voll ... Warten Sie mal. Wie wäre es Freitag um . 0? You: . New Zealand student: Friday would be much better, thanks. V__________________________________________________________________________________________________J Partner pages r N SITUATION Kontrolleur(in): Guten Morgen, die Fahrausweise bitte. New Zealand student: Hey, what does this guy want? You: ... New Zealand student: Oh right, one minute. ( looks in backback) Hey, I can't find my ticket. You: . Kontrolleur(in): Dann werden 0 Euro fällig. Gehören Sie zusammen? You: . Kontrolleur(in): Dann steigen Sie mit mir am nächsten Bahnhof aus. You: . New Zealand student: But why do I have to pay 0 euros? I have a student's ticket. It's just that I've forgotten to put it in my backpack. You: . Kontrolleur(in): Dann muss er/sie die Schülerkarte"
look,TEXTBOOK,,LITERAL,"beginnen . Dieser topic sentence beschreibt, worum es in dem Absatz geht . Wichtige Dinge, die du in einem topic sentence ansprechen kannst, sind z . B . • Orte: My trip to Berlin was exciting. • Personen: The Beatles are a famous band. • Aktivitäten: Lots of people ride their bike every day. My Trip to Wales Last summer I wanted to go to Wales because I like the mountains. >- First I had to find some information on Wales. So I went to the library and looked for books about Wales. I found a book with some interesting information on hiking tours and I also found a camping guide for Wales. I went home with three books under my arm. At home I started to plan for my trip. I read all the books and took notes on hiking trails, the weather and the equipment I would need for camping and hiking. After a few days I knew where I wanted to go and what I wanted to do there. I did not want to go to Wales alone,"
look,TEXTBOOK,,IDIOMATIC,"sells the best ice cream in Berlin. ZEITANGABEN Time markers / adverbiale Bestimmungen der Zelt helfen dem Leser, sich In einem Text oder einer Geschichte zeitlich zurechtzufinden. Verwende time markers, um ... • die Reihenfolge von Ereignissen zu verdeutlichen: (/) at first, next, finally, ... TI • zu zeigen, wie viel Zeit zwischen einzelnen Ereignissen vergeht: for half an hour, just two minutes later, ... • zu verdeutlichen, wie langsam oder schnell etwas passiert: immediately, it took hours, faster than I could look , . X <u second COO i–O :<D </) o O • g ra – yesterday last immediately o • zu sagen, wenn etwas zeitgleich passiert: while I was waiting, during the lesson, as we came round the corner, . • die Ereignisse eines Textes/einer Geschichte zeitlich einzuordnen: two summers ago, last Halloween, on my way home from school yesterday, ... SF Making an outline Jede Art von Text profitiert davon, wenn du dir vorab überlegst, was du in welcher"
look,TEXTBOOK,,IDIOMATIC,"On the one hand - on the other hand • Contrary to what most people believe, ... • While / Although ... • ... • Giving examples: For example, ... • This is clear because ... one hundred and forty-two Skills File Step : Am Schluss fasst du deine Argumente nochmal kurz zusammen und erklärst deine Schlussfolgerung: • Summing up arguments: To sum up, ... • In conclusion, ... • All in all, ... • I would like to finish by pointing out again that ... • Explaining your conclusion: After looking at both sides of the argument . • Although I understand the other side of the argument, I still think . • Personally, I believe that . TIPP Deine Argumente wirken überzeugender, wenn du: • dich wo möglich auf deine eigenen Erfahrungen berufst, • Fakten (Quellen, Experten, Statistiken usw. ) präsentierst: It can't be denied that ..., It's a fact that ., It goes without saying that ... SF 0 Writing a formal letter or email Wenn du einen Brief an eine Organisation, einen potenziellen"
look,TEXTBOOK,,IDIOMATIC,"I saw advertised in The English Magazine . I have been studying English at school for five years now and I would like to take part in an exchange programme to improve my English . Could you please tell me if you offer any exchange programmes for one month in the summer? It would be helpful to know about dates, application procedures and the cost such an exchange . Any additional information would be very welcome . Wenn du den Adressaten um etwas bittest (z .B . -------? Thank you for your help . I look forward to hearing from Informationen), bedanke dich im Voraus . you soon . Beende den Brief mit Yours faithfully wenn du den Namen des Ansprechpartners kennst; ansonsten schreibe Yours sincerely. Tippe deinen Namen am Ende des Briefes, aber lasse ausreichend Platz für deine Unterschrift . JT Yours sincerely, Paul Panther Paul Panther TIPP Bei einer formellen E-Mail brauchst du Datum und Adressaten nicht zu nennen . Ansonsten gelten dieselben Regeln wie bei einem formellen Brief. Liste am Ende der Mail deine Kontaktdaten auf (Name, Adresse, ggf Telefonnummer) . Ganz"
look,TEXTBOOK,,LITERAL,"regularly, often, always, or never when we talk about something permanent, for example hobbies, jobs, or abilities Present progressive when an action or event is in progress and not yet complete one hundred and sixty-three Grammar File . Talking about the past Über die Vergangenheit sprechen The simple past Twenty years ago, Olivia's mother moved to England. Vor zwanzig Jahren ist Olivias Mutter nach England gezogen / zog Olivias Mutter nach England . Last Friday Olivia's family flew to Italy. Yesterday Olivia went to town with a friend. First they looked round the shops, and Katie bought a CD. Then they tried on shoes in four shops, but they didn't buy any. After that they had an ice cream. Unit : p. , exercise • Unit : p. , exercises , Das simple past wird verwendet, ? um über abgeschlossene Handlungen und Ereignisse zu sprechen, die zu einem bestimmten Zeitpunkt in der Vergangenheit stattfanden . Signalwörter für das simple past sind genaue Zeitangaben wie twenty years ago, last Friday, yesterday, in 0 u . Ä . ? wenn man über"
look,TEXTBOOK,,LITERAL,"for you here. dislike, hate, mind, prefer, want, ... We prefer brown bread to white bread. It's healthier. Einige wenige englische Verben können als Tätigkeits- oder als Zustandsverb verwendet werden (mit jeweils unterschiedlichen deutschen Entsprechungen) . Als Zustandsverb stehen diese Verben immer in der simple form . Als Tätigkeitsverb kommen sie in beiden Formen vor. Vergleiche die Beispiele im Kasten links . States and activities Julie has dark hair. Julie is having a shower. We were having fun/a great time. Do I look silly with my hair like this? I didn't see him. I wasn't looking. The flowers smell wonderful. Sophie is smelling the roses. The pizza tastes good. I'm tasting the soup now. I I think that's a great idea. He was thinking of moving to Paris. state: ""haben"" activity: ""duschen"" activity: ""Spaß/eine tolle Zeit haben state: ""aussehen"" activity: ""(hin)schauen, gucken"" state: ""riechen"" activity: """
look,TEXTBOOK,,LITERAL,"brown bread to white bread. It's healthier. Einige wenige englische Verben können als Tätigkeits- oder als Zustandsverb verwendet werden (mit jeweils unterschiedlichen deutschen Entsprechungen) . Als Zustandsverb stehen diese Verben immer in der simple form . Als Tätigkeitsverb kommen sie in beiden Formen vor. Vergleiche die Beispiele im Kasten links . States and activities Julie has dark hair. Julie is having a shower. We were having fun/a great time. Do I look silly with my hair like this? I didn't see him. I wasn't looking . The flowers smell wonderful. Sophie is smelling the roses. The pizza tastes good. I'm tasting the soup now. I I think that's a great idea. He was thinking of moving to Paris. state: ""haben"" activity: ""duschen"" activity: ""Spaß/eine tolle Zeit haben state: ""aussehen"" activity: ""(hin)schauen, gucken"" state: ""riechen"" activity: ""an etwas riechen"" state: ""schmecken"" activity: ""kosten, probieren"" state"
look,TEXTBOOK,,IDIOMATIC,"steht dieses Verb als Gerundium . Die Präposition kann - allein stehen (Sätze und ) oder - mit einem anderen Wort fest verbunden sein (Sätze bis ) . Im Folgenden findest du eine Reihe von nützlichen Wendungen mit Präposition Gerundium . Adjektiv Präposition Gerundium: afraid of excited about good/bad at interested in keen on tired of (to) be doing sth. the Nomen Präposition Gerundium: chance of danger of hope of idea of reason for way of Verb Präposition Gerundium: believe in decide against dream of/about (to) look forward to talk about/of think of worry about doing sth. doing sth. Angst haben vor gespannt sein auf; aufgeregt sein wegen gut/schlecht sein in; etwas gut/schlecht können interessiert sein an, sich interessieren für begeistert sein von; interessiert sein an genug haben von; etwas über/satt haben What are my chances of winning? Chance, (günstige) Gelegenheit (zu) Gefahr (zu) Hoffnung (zu/auf) Idee, Gedanke (zu) Grund (für) Art und Weise,"
look,TEXTBOOK,,IDIOMATIC,". (The first/last person who arrived ...) We're the only shop to offer this service. (... the only shop that offers this service) Sophie was the youngest (girl) to take part. - nach einem Superlativ (... the youngest girl who took part) Philip is the person to ask about computers. (... the person who you should ask ...) Luigi's is the place to go for a good pizza. (... the place that you must/should go to ...) I'm looking for someone to share a flat with. (... someone who I can share a flat with) Lily doesn't know anybody to play with. (... anybody who she can/couldplay with) There's nothing to do and nowhere to go. (. nothing that I can do and nowhere that I can go) Mr Smith is the person to ask if you have a problem with your electrical wiring. (electrical wiring = elektrische Leitungen) - nach einen Nomen (besonders häufig nach person, place, way)"
look,TEXTBOOK,,IDIOMATIC,": pp. 0 - , exercises - S V statement ""We live in Hamburg ."" direct questions ""Do you live in Hamburg?' ""Where do you live?"" indirect question I asked if they lived in Hamburg I asked where they lived . ? Handelt es sich bei der direkten Frage um eine Frage ohne Fragewort (yes/no question), dann wird die indirekte Frage mit if oder whether (= ""ob"") eingeleitet . . Indirect speech: requests, commands, advice, suggestions ""Can you look after my bag for a moment?"" A man asked me to look after his bag for a moment. ..., einen Moment auf seine Tasche aufzupassen . ""Don't touch the paintings."" The guide told him not to touch the paintings. ... sagte ihm, er solle die Gemälde nicht berühren . / ... forderte ihn auf, die Gemälde nicht zu berühren . He was told not to touch the paintings. Man sagte ihm, ... / Er wurde aufgefordert, ... ""I would look for a holiday job if"
look,TEXTBOOK,,IDIOMATIC,"Hamburg ."" direct questions ""Do you live in Hamburg?' ""Where do you live?"" indirect question I asked if they lived in Hamburg I asked where they lived . ? Handelt es sich bei der direkten Frage um eine Frage ohne Fragewort (yes/no question), dann wird die indirekte Frage mit if oder whether (= ""ob"") eingeleitet . . Indirect speech: requests, commands, advice, suggestions ""Can you look after my bag for a moment?"" A man asked me to look after his bag for a moment. ..., einen Moment auf seine Tasche aufzupassen . ""Don't touch the paintings."" The guide told him not to touch the paintings. ... sagte ihm, er solle die Gemälde nicht berühren . / ... forderte ihn auf, die Gemälde nicht zu berühren . He was told not to touch the paintings. Man sagte ihm, ... / Er wurde aufgefordert, ... ""I would look for a holiday job if I were you."" Mr Williams advised Grace to look for a holiday"
look,TEXTBOOK,,IDIOMATIC,", suggestions ""Can you look after my bag for a moment?"" A man asked me to look after his bag for a moment. ..., einen Moment auf seine Tasche aufzupassen . ""Don't touch the paintings."" The guide told him not to touch the paintings. ... sagte ihm, er solle die Gemälde nicht berühren . / ... forderte ihn auf, die Gemälde nicht zu berühren . He was told not to touch the paintings. Man sagte ihm, ... / Er wurde aufgefordert, ... ""I would look for a holiday job if I were you."" Mr Williams advised Grace to look for a holiday job. Mr Williams riet Grace, sich einen Ferienjob zu suchen . Indirekte Rede: Bitten, Aufforderungen, Ratschläge, Vorschläge Bitten, Aufforderungen und Ratschläge werden meist durch eine Infinitivkonstruktion wiedergegeben: ? Für die Wiedergabe von Bitten (requests) verwendet man in der Regel ask sb. to do sth. (bzw. ask sb. not to do sth.) . ( ) ? Für die Wiedergabe von Aufforderungen (commands) verwendet"
look,TEXTBOOK,,IDIOMATIC,"asked me to look after his bag for a moment. ..., einen Moment auf seine Tasche aufzupassen . ""Don't touch the paintings."" The guide told him not to touch the paintings. ... sagte ihm, er solle die Gemälde nicht berühren . / ... forderte ihn auf, die Gemälde nicht zu berühren . He was told not to touch the paintings. Man sagte ihm, ... / Er wurde aufgefordert, ... ""I would look for a holiday job if I were you."" Mr Williams advised Grace to look for a holiday job. Mr Williams riet Grace, sich einen Ferienjob zu suchen . Indirekte Rede: Bitten, Aufforderungen, Ratschläge, Vorschläge Bitten, Aufforderungen und Ratschläge werden meist durch eine Infinitivkonstruktion wiedergegeben: ? Für die Wiedergabe von Bitten (requests) verwendet man in der Regel ask sb. to do sth. (bzw. ask sb. not to do sth.) . ( ) ? Für die Wiedergabe von Aufforderungen (commands) verwendet man gewöhnlich tell sb. to do sth. (bzw. tell sb. not"
look,TEXTBOOK,,IDIOMATIC,". to do sth. (bzw. tell sb. not to do sth.) ( ) Oft steht der einleitende Satz mit tell dabei im Passiv. Passiv: GF , pp. 0 - ? Für die Wiedergabe von Ratschlägen (advice) verwendet man meist advise sb. to do sth. (bzw advise sb. not to do sth.) ( ) ""Let's go for a pizza."" Jonathan suggested going for a pizza. Jonathan schlug vor, eine Pizza essen zu gehen . ""Why don't you look for a holiday job?"" He suggested that Grace look for a holiday job. Er schlug vor, dass Grace sich einen Ferienjob sucht . Unit : p. 00, exercises - ? Vorschläge (suggestions) werden in der indirekten Rede meist mit suggest eingeleitet . ( ) J Beachte, dass nach suggest kein to-Infinitiv stehen darf: Also nie: He suggested to go for a pizza. Sondern: He suggested going for a pizza. oder: He suggested that we go for a pizza. oder: He suggested we should go"
look,TEXTBOOK,,IDIOMATIC,"not to do sth.) ( ) Oft steht der einleitende Satz mit tell dabei im Passiv. Passiv: GF , pp. 0 - ? Für die Wiedergabe von Ratschlägen (advice) verwendet man meist advise sb. to do sth. (bzw advise sb. not to do sth.) ( ) ""Let's go for a pizza."" Jonathan suggested going for a pizza. Jonathan schlug vor, eine Pizza essen zu gehen . ""Why don't you look for a holiday job?"" He suggested that Grace look for a holiday job. Er schlug vor, dass Grace sich einen Ferienjob sucht . Unit : p. 00, exercises - ? Vorschläge (suggestions) werden in der indirekten Rede meist mit suggest eingeleitet . ( ) J Beachte, dass nach suggest kein to-Infinitiv stehen darf: Also nie: He suggested to go for a pizza. Sondern: He suggested going for a pizza. oder: He suggested that we go for a pizza. oder: He suggested we should go for a pizza. one hundred and eighty-one Grammar File /"
look,TEXTBOOK,,IDIOMATIC,"try –? tried dance –? danced plan –? planned ? Das Partizip Perfekt (past participle) von regelmäßigen Verben bildet man durch Anhängen von -ed an den Infinitiv. Past participle, irregular verbs: build –? built grow –? grown make –? made see –? seen teach –? taught write –? written ? Unregelmäßige Verben haben eigene past participle-Formen, die man einzeln lernen muss . Unregelmäßige Verben: S. - 0. Participle clauses instead of relative clauses The city is always full of people who are looking for a parking space. –? ... full of people looking for a parking space. ... voller Menschen, die nach einem Parkplatz suchen . The man who was driving the red car waved at us. –? The man driving the red car waved at us. The Eurovision Song Contest is an international competition which is watched by millions of people. –?... competition watched by millions of people. ... Wettbewerb, der ... angeschaut wird . Unit : p. , exercise • p. , exercise Partizipialsätze anstelle von Relativsätzen Relativsätze werden"
look,TEXTBOOK,,IDIOMATIC,"? Das Partizip Perfekt (past participle) von regelmäßigen Verben bildet man durch Anhängen von -ed an den Infinitiv. Past participle, irregular verbs: build –? built grow –? grown make –? made see –? seen teach –? taught write –? written ? Unregelmäßige Verben haben eigene past participle-Formen, die man einzeln lernen muss . Unregelmäßige Verben: S. - 0. Participle clauses instead of relative clauses The city is always full of people who are looking for a parking space. –? ... full of people looking for a parking space. ... voller Menschen, die nach einem Parkplatz suchen . The man who was driving the red car waved at us. –? The man driving the red car waved at us. The Eurovision Song Contest is an international competition which is watched by millions of people. –?... competition watched by millions of people. ... Wettbewerb, der ... angeschaut wird . Unit : p. , exercise • p. , exercise Partizipialsätze anstelle von Relativsätzen Relativsätze werden oft zu einem sogenannten Partizipialsatz verkürzt . ? Das present participle entspricht"
look,TEXTBOOK,,IDIOMATIC,"einem Parkplatz suchen . The man who was driving the red car waved at us. –? The man driving the red car waved at us. The Eurovision Song Contest is an international competition which is watched by millions of people. –?... competition watched by millions of people. ... Wettbewerb, der ... angeschaut wird . Unit : p. , exercise • p. , exercise Partizipialsätze anstelle von Relativsätzen Relativsätze werden oft zu einem sogenannten Partizipialsatz verkürzt . ? Das present participle entspricht dabei einem Relativpronomen Verb im Aktiv. Vergleiche: ... people looking for a parking space ... people who are looking for a parking space ? Das past participle entspricht einem Relativpronomen Verb im Passiv. Vergleiche: ... competition watched by millions of people ... competition which is watched by millions of people one hundred and eighty-five Grammar File NEW 0. Verb of perception object present participle Wir hörten ein Baby weinen . Sie sah jemanden auf das Dach klettern . / wie/dass jemand auf das Dach kletterte . Er beobachtete, wie sich die Band für die Show bereitmachte . Ich bemerkte zwei Frauen, die sich"
look,TEXTBOOK,,IDIOMATIC,"the red car waved at us. –? The man driving the red car waved at us. The Eurovision Song Contest is an international competition which is watched by millions of people. –?... competition watched by millions of people. ... Wettbewerb, der ... angeschaut wird . Unit : p. , exercise • p. , exercise Partizipialsätze anstelle von Relativsätzen Relativsätze werden oft zu einem sogenannten Partizipialsatz verkürzt . ? Das present participle entspricht dabei einem Relativpronomen Verb im Aktiv. Vergleiche: ... people looking for a parking space ... people who are looking for a parking space ? Das past participle entspricht einem Relativpronomen Verb im Passiv. Vergleiche: ... competition watched by millions of people ... competition which is watched by millions of people one hundred and eighty-five Grammar File NEW 0. Verb of perception object present participle Wir hörten ein Baby weinen . Sie sah jemanden auf das Dach klettern . / wie/dass jemand auf das Dach kletterte . Er beobachtete, wie sich die Band für die Show bereitmachte . Ich bemerkte zwei Frauen, die sich vorm Hotel stritten . / ..., dass sich"
look,TEXTBOOK,,IDIOMATIC,"die Straße hinunterging, ... When asked why he left school so early, he answered that he wanted to earn his own money. Als er gefragt wurde, ... Always be polite when asking for information. ..., wenn du um Informationen bittest . Walking down the street, I saw a huge black dog. Als/Während ich die Straße hinunterging, ... Asked why he left school so early, he answered that he wanted to earn his own money. Als er gefragt wurde, ... a Joe met an old friend while looking for a job. (= Joe met an old friend while he - Joe - was looking for a job) ..., während er auf der Suche nach einer Stelle war. b Joe met an old friend looking for a job. (= Joe met an old friend who was looking for a job ) ..., der auf der Suche nach einer Stelle war. Unit : p. , exercises - • p. , exercise Partizipialsätze, die mit when oder while eingeleitet sind, entsprechen Nebensätzen der Zeit . Das present participle entspricht dabei"
look,TEXTBOOK,,IDIOMATIC,"wanted to earn his own money. Als er gefragt wurde, ... Always be polite when asking for information. ..., wenn du um Informationen bittest . Walking down the street, I saw a huge black dog. Als/Während ich die Straße hinunterging, ... Asked why he left school so early, he answered that he wanted to earn his own money. Als er gefragt wurde, ... a Joe met an old friend while looking for a job. (= Joe met an old friend while he - Joe - was looking for a job) ..., während er auf der Suche nach einer Stelle war. b Joe met an old friend looking for a job. (= Joe met an old friend who was looking for a job ) ..., der auf der Suche nach einer Stelle war. Unit : p. , exercises - • p. , exercise Partizipialsätze, die mit when oder while eingeleitet sind, entsprechen Nebensätzen der Zeit . Das present participle entspricht dabei wieder einem Verb im Aktiv (while walking = while I was walking). Das past participle"
look,TEXTBOOK,,IDIOMATIC,"wenn du um Informationen bittest . Walking down the street, I saw a huge black dog. Als/Während ich die Straße hinunterging, ... Asked why he left school so early, he answered that he wanted to earn his own money. Als er gefragt wurde, ... a Joe met an old friend while looking for a job. (= Joe met an old friend while he - Joe - was looking for a job) ..., während er auf der Suche nach einer Stelle war. b Joe met an old friend looking for a job. (= Joe met an old friend who was looking for a job ) ..., der auf der Suche nach einer Stelle war. Unit : p. , exercises - • p. , exercise Partizipialsätze, die mit when oder while eingeleitet sind, entsprechen Nebensätzen der Zeit . Das present participle entspricht dabei wieder einem Verb im Aktiv (while walking = while I was walking). Das past participle entspricht einem Verb im Passiv (when asked = when he was asked) Oft gehen solche Partizipialsätze dem Hauptsatz voran . Sie"
look,TEXTBOOK,,IDIOMATIC,"huge black dog. Als/Während ich die Straße hinunterging, ... Asked why he left school so early, he answered that he wanted to earn his own money. Als er gefragt wurde, ... a Joe met an old friend while looking for a job. (= Joe met an old friend while he - Joe - was looking for a job) ..., während er auf der Suche nach einer Stelle war. b Joe met an old friend looking for a job. (= Joe met an old friend who was looking for a job ) ..., der auf der Suche nach einer Stelle war. Unit : p. , exercises - • p. , exercise Partizipialsätze, die mit when oder while eingeleitet sind, entsprechen Nebensätzen der Zeit . Das present participle entspricht dabei wieder einem Verb im Aktiv (while walking = while I was walking). Das past participle entspricht einem Verb im Passiv (when asked = when he was asked) Oft gehen solche Partizipialsätze dem Hauptsatz voran . Sie sind typisch für das geschriebene Englisch . ? Manchmal wird bei Partizipialsätzen anstelle von"
look,TEXTBOOK,,IDIOMATIC,"for over an hour, but she still hadn't come. We (watch) the show for only 0 minutes when it started to rain. I didn't know what to say when our teacher asked me because I (not - listen). I (think) of my girlfriend the whole lesson. b) Past perfect (simple) oder past perfect progressive? Vervollständige die Sätze . Last night on the way to the cinema, I realized that I ( leave) had left my money at home. I ( look forward) to the film for weeks and I didn't want to miss it, so I got off the bus and ran home. When I arrived, I realized that I ( forget) my keys too, so I couldn't get in. I rang the doorbell, but everybody ( go) out. So I ran as fast as I could to my friend Jeremy's place. His mother opened the door, but Jeremy wasn't in. He ( not - come) home yet. His mother saw that I"
look,TEXTBOOK,,IDIOMATIC,"seeming) to enjoy her training course in London. She told me she (C had/ D was having) a lot of fun. It was a great preformance, but not many people (A watched/ B were watching). Does anyone know who this watch (A belongs to/ B is belonging to)? It says here that the price (A includes / B is including) a day trip to Brighton. Nobody (A noticed/ B was noticing) that he left early. Everybody (C looked / D was looking) at the people on the stage. one hundred and eighty-nine Grammar File CHECK I______________________________________________________________________________________________________ German ""sollen"" Lösungen S. Welche der beiden angegebenen Entsprechungen für das deutsche ""sollen"" ist korrekt? Dinner is at six today, so we (A had better not/ B are not supposed to) eat too much now or we won't be hungry. Let's go to that new Spanish restaurant. It (A should/ B is supposed to) be very good. Some of the guests might not"
look,TEXTBOOK,,IDIOMATIC,"her training course in London. She told me she (C had/ D was having) a lot of fun. It was a great preformance, but not many people (A watched/ B were watching). Does anyone know who this watch (A belongs to/ B is belonging to)? It says here that the price (A includes / B is including) a day trip to Brighton. Nobody (A noticed/ B was noticing) that he left early. Everybody (C looked/ D was looking ) at the people on the stage. one hundred and eighty-nine Grammar File CHECK I______________________________________________________________________________________________________ German ""sollen"" Lösungen S. Welche der beiden angegebenen Entsprechungen für das deutsche ""sollen"" ist korrekt? Dinner is at six today, so we (A had better not/ B are not supposed to) eat too much now or we won't be hungry. Let's go to that new Spanish restaurant. It (A should/ B is supposed to) be very good. Some of the guests might not eat meat. We"
look,TEXTBOOK,,LITERAL,"] Mengenangabe some, a lot of, many, much, a few, . question tag ['kwestjn tæg] Frageanhängsel isn't he?, are you?, can't we?, ... question word ['kwestjn w :d] Fragewort who?, what?, when?, where?, how?, ... reflexive pronoun [ri,fleksiv 'praunaun] Reflexivpronomen myself, yourself, themselves, . regular verb ['regjala] regelmäßiges Verb (to) help - helped, (to) look - looked, ... relative clause [,relativ 'kla:z] Relativsatz I like teachers who laugh a lot. relative pronoun [,relativ 'praunaun] Relativpronomen who - which - that reported speech [ri,po:tid 'spi:tj] indirekte Rede She said (that) she was tired. request [ri'kwest] Bitte; Aufforderung Can you help me with this? short answer [,Jo:tw'a:nsa] Kurzantwort Yes, I am. / No, we do"
look,TEXTBOOK,,LITERAL,"some, a lot of, many, much, a few, . question tag ['kwestjn tæg] Frageanhängsel isn't he?, are you?, can't we?, ... question word ['kwestjn w :d] Fragewort who?, what?, when?, where?, how?, ... reflexive pronoun [ri,fleksiv 'praunaun] Reflexivpronomen myself, yourself, themselves, . regular verb ['regjala] regelmäßiges Verb (to) help - helped, (to) look - looked , ... relative clause [,relativ 'kla:z] Relativsatz I like teachers who laugh a lot. relative pronoun [,relativ 'praunaun] Relativpronomen who - which - that reported speech [ri,po:tid 'spi:tj] indirekte Rede She said (that) she was tired. request [ri'kwest] Bitte; Aufforderung Can you help me with this? short answer [,Jo:tw'a:nsa] Kurzantwort Yes, I am. / No, we don't."
look,TEXTBOOK,,LITERAL,"dinat 'kb:z] Nebensatz I like Plymouth because I like the sea. substitute ['sAbstitju:t] Ersatzverb (eines Modalverbs) be able to, be allowed to, have to superlative [su'p :lativ] Superlativ ( . Steigerungsform) (the) oldest; (the) most expensive tense [tens] Zeitform uncountable noun [An'kauntabl] nicht zählbares Nomen bread, milk, money, news, work, . verb [v :b] . Verb; . Prädikat go, help, look , see, . Reading can be fun. verb of perception [pa'sepjn] Verb der Wahrnehmung (to) hear, (to) see, (to) notice, (to) smell, . w///-future ['fju:tja ] Futur mit will I'm sure you'll like the new maths teacher. word order ['w :d,a:da] Wortstellung yes/no question Entscheidungsfrage Are you ? Do you like oranges? one hundred and ninety-three Grammar File Check - Lösungen"
look,TEXTBOOK,,LITERAL,"to) smell, . w///-future ['fju:tja ] Futur mit will I'm sure you'll like the new maths teacher. word order ['w :d,a:da] Wortstellung yes/no question Entscheidungsfrage Are you ? Do you like oranges? one hundred and ninety-three Grammar File Check - Lösungen der Aufgaben zur Selbstüberprüfung Check la) had been working (p . ) had been waiting had been watching hadn't been listening ... had been thinking Check b) had left - had been looking forward -(p . ) had forgotten - had gone - hadn't come - had been running - had been playing - had already started Check a) C - C - A (p • 0) Check b) If Jason had told her the truth, Alice wouldn't (p . ) have broken up with him. If I hadn't done my homework on the bus, Mr Jones would/might have been able to read it. If Aidan hadn't been busy, he would have visited his grandparents"
look,TEXTBOOK,,LITERAL,"plants) ~r ü a ten-kilometre tc a 0-kilogram b a 0-year-old waiter a -hour supermarket Das rote Ausrufezeichen bedeutet: Vorsicht, hier macht man leicht Fehler! ein 0-jähriger Kellner e in Supermarkt, der Stunden geöffnet ist waterfront ['wo:tsfrAnt] p. advantage [ad'va:ntid ] hopeful ['hsupfl] Hafenviertel (oft modernisiert und zum Wohnviertel umgebaut) advantage ? ? disadvantage [,disad'va:ntid ] Not being able to drive can be a dis~ (Nachteil) when you're looking for a job. (F) l'avantage (m) zuversichtlich, hoffnungsvoll Diese Kästen solltest du dir immer besonders gut ansehen: Hier sind Vokabeln zu einem bestimmten Thema zusammengestellt. Oder du erfährst mehr über ein Wort und wie es verwendet wird. hopeful - hopefully • hopeful (adj) - It might stop raining, but I'm not very hopeful. • hopefully (adv) - . We stood on the platform waiting Dies ist das ,,oppos/te""-Zeichen (""Gegenteil""-Zeichen):"
look,TEXTBOOK,,LITERAL,"] exotisch We saw lots of ~ animals at the zoo. (F) exotique humid ['hju:mid] feucht, feuchtwarm We get a lot of rain here in the summer, : very ~. (F) humide humid dry so it's often (F) umidus remote [ri'maut] abgelegen, abgeschieden We stayed in a ~ village 0 miles from the nearest town. (F) remotus stunning ['stAnig] atemberaubend, überwältigend, umwerfend = wonderful, amazing, fantastic Don't they look ~ in their wedding clothes? tropical ['tropikl] tropisch, Tropen- a ~ rainforest/island/climate/disease (F) tropical, e the tropics (pl) ['tropiks] die Tropen urban [' :ban] städtisch, Stadt- Urban planners think about the future of towns and cities. (F) urbain,e (F) urbanus Aboriginal [,æb 'rid nl] Aborigine- (die Ureinwohner/-innen Australiens betreffend) ~ artists/culture; the ~ population the"
look,TEXTBOOK,,LITERAL,"a strong British tradition. (to) take a different view einen anderen Standpunkt vertreten; anderer Ansicht sein Most people think it's OK to eat meat, but some take a different ~. Some people took the ~ that the new skyscraper destroyed the historical skyline. (""... waren der Auffassung/Ansicht, dass ..."") advantage [ad'va:ntid ] Vorteil advantage disadvantage [,dis d'va:ntid ] Not being able to drive can be a dis~ (Nachteil) when you're looking for a job. (F) l'avantage (m) comparison [kam'prisn] Vergleich On this website you can make ~s between different schools. (F) la comparaison (F) comparare English: (to) make comparisons German: Vergleiche anstellen; vergleichen [f] father • [v] river • [s] sister • [z] please • [J] shop • [ ] television • [tj] teacher • [d ] Germany • [ ] thanks • [ ] this"
